sku_id,date,competitor_price,our_new_price,discount
SKU00057,2024-01-01,601.36,399.64,0.2627
SKU00057,2024-01-02,556.3,399.64,0.2627
SKU00057,2024-01-03,534.67,399.64,0.2627
SKU00057,2024-01-04,559.3,399.64,0.2627
SKU00057,2024-01-05,547.97,399.64,0.2627
SKU00057,2024-01-06,562.02,399.64,0.2627
SKU00057,2024-01-07,580.7,399.64,0.2627
SKU00057,2024-01-08,586.6,399.64,0.2627
SKU00057,2024-01-09,551.86,399.64,0.2627
SKU00057,2024-01-10,576.25,399.64,0.2627
SKU00057,2024-01-11,508.35,399.64,0.2627
SKU00057,2024-01-12,563.73,399.64,0.2627
SKU00057,2024-01-13,542.25,399.64,0.2627
SKU00057,2024-01-14,589.72,399.64,0.2627
SKU00057,2024-01-15,521.68,399.64,0.2627
SKU00057,2024-01-16,479.31,399.64,0.2627
SKU00057,2024-01-17,564.34,399.64,0.2627
SKU00057,2024-01-18,505.44,399.64,0.2627
SKU00057,2024-01-19,569.81,399.64,0.2627
SKU00057,2024-01-20,562.55,399.64,0.2627
SKU00057,2024-01-21,564.89,399.64,0.2627
SKU00057,2024-01-22,564.89,399.64,0.2627
SKU00057,2024-01-23,567.79,399.64,0.2627
SKU00057,2024-01-24,576.45,399.64,0.2627
SKU00057,2024-01-25,565.49,399.64,0.2627
SKU00057,2024-01-26,546.1,399.64,0.2627
SKU00057,2024-01-27,542.16,399.64,0.2627
SKU00057,2024-01-28,620.84,399.64,0.2627
SKU00057,2024-01-29,538.82,399.64,0.2627
SKU00057,2024-01-30,540.89,399.64,0.2627
SKU00057,2024-01-31,510.79,399.64,0.2627
SKU00057,2024-02-01,530.63,399.64,0.2627
SKU00057,2024-02-02,577.21,399.64,0.2627
SKU00057,2024-02-03,540.38,399.64,0.2627
SKU00057,2024-02-04,527.17,399.64,0.2627
SKU00057,2024-02-05,532.34,399.64,0.2627
SKU00057,2024-02-06,563.73,399.64,0.2627
SKU00057,2024-02-07,512.31,399.64,0.2627
SKU00057,2024-02-08,563.9,399.64,0.2627
SKU00057,2024-02-09,544.24,399.64,0.2627
SKU00057,2024-02-10,523.17,399.64,0.2627
SKU00057,2024-02-11,629.17,399.64,0.2627
SKU00057,2024-02-12,510.19,399.64,0.2627
SKU00057,2024-02-13,535.23,399.64,0.2627
SKU00057,2024-02-14,570.45,399.64,0.2627
SKU00057,2024-02-15,551.35,399.64,0.2627
SKU00057,2024-02-16,519.48,399.64,0.2627
SKU00057,2024-02-17,539.41,399.64,0.2627
SKU00057,2024-02-18,591.19,399.64,0.2627
SKU00057,2024-02-19,579.98,399.64,0.2627
SKU00057,2024-02-20,605.26,399.64,0.2627
SKU00057,2024-02-21,522.09,399.64,0.2627
SKU00057,2024-02-22,560.03,399.64,0.2627
SKU00057,2024-02-23,538.13,399.64,0.2627
SKU00057,2024-02-24,565.06,399.64,0.2627
SKU00057,2024-02-25,583.47,399.64,0.2627
SKU00057,2024-02-26,620.86,399.64,0.2627
SKU00057,2024-02-27,545.86,399.64,0.2627
SKU00057,2024-02-28,573.56,399.64,0.2627
SKU00057,2024-02-29,570.46,399.64,0.2627
SKU00057,2024-03-01,545.74,399.64,0.2627
SKU00057,2024-03-02,543.49,399.64,0.2627
SKU00057,2024-03-03,541.24,399.64,0.2627
SKU00057,2024-03-04,545.07,399.64,0.2627
SKU00057,2024-03-05,540.74,399.64,0.2627
SKU00057,2024-03-06,590.29,399.64,0.2627
SKU00057,2024-03-07,575.92,399.64,0.2627
SKU00057,2024-03-08,529.88,399.64,0.2627
SKU00057,2024-03-09,561.72,399.64,0.2627
SKU00057,2024-03-10,555.52,399.64,0.2627
SKU00057,2024-03-11,557.67,399.64,0.2627
SKU00057,2024-03-12,601.12,399.64,0.2627
SKU00057,2024-03-13,575.62,399.64,0.2627
SKU00057,2024-03-14,596.18,399.64,0.2627
SKU00057,2024-03-15,569.13,399.64,0.2627
SKU00057,2024-03-16,562.39,399.64,0.2627
SKU00057,2024-03-17,585.63,399.64,0.2627
SKU00057,2024-03-18,538.59,399.64,0.2627
SKU00057,2024-03-19,573.33,399.64,0.2627
SKU00057,2024-03-20,570.66,399.64,0.2627
SKU00057,2024-03-21,533.4,399.64,0.2627
SKU00057,2024-03-22,587.73,399.64,0.2627
SKU00057,2024-03-23,517.06,399.64,0.2627
SKU00057,2024-03-24,576.81,399.64,0.2627
SKU00057,2024-03-25,558.08,399.64,0.2627
SKU00057,2024-03-26,547.93,399.64,0.2627
SKU00057,2024-03-27,559.09,399.64,0.2627
SKU00057,2024-03-28,519.11,399.64,0.2627
SKU00057,2024-03-29,568.8,399.64,0.2627
SKU00057,2024-03-30,569.5,399.64,0.2627
SKU00057,2024-03-31,557.23,399.64,0.2627
SKU00057,2024-04-01,501.81,399.64,0.2627
SKU00057,2024-04-02,520.41,399.64,0.2627
SKU00057,2024-04-03,529.94,399.64,0.2627
SKU00057,2024-04-04,589.29,399.64,0.2627
SKU00057,2024-04-05,494.61,399.64,0.2627
SKU00057,2024-04-06,514.24,399.64,0.2627
SKU00057,2024-04-07,552.01,399.64,0.2627
SKU00057,2024-04-08,553.36,399.64,0.2627
SKU00057,2024-04-09,571.89,399.64,0.2627
SKU00057,2024-04-10,496.27,399.64,0.2627
SKU00057,2024-04-11,573.42,399.64,0.2627
SKU00057,2024-04-12,563.46,399.64,0.2627
SKU00057,2024-04-13,531.07,399.64,0.2627
SKU00057,2024-04-14,558.71,399.64,0.2627
SKU00057,2024-04-15,510.64,399.64,0.2627
SKU00057,2024-04-16,580.32,399.64,0.2627
SKU00057,2024-04-17,540.83,399.64,0.2627
SKU00057,2024-04-18,591.9,399.64,0.2627
SKU00057,2024-04-19,601.98,399.64,0.2627
SKU00057,2024-04-20,540.09,399.64,0.2627
SKU00057,2024-04-21,578.3,399.64,0.2627
SKU00057,2024-04-22,544.42,399.64,0.2627
SKU00057,2024-04-23,597.99,399.64,0.2627
SKU00057,2024-04-24,516.82,399.64,0.2627
SKU00057,2024-04-25,563.71,399.64,0.2627
SKU00057,2024-04-26,597.28,399.64,0.2627
SKU00057,2024-04-27,524.84,399.64,0.2627
SKU00057,2024-04-28,554.51,399.64,0.2627
SKU00057,2024-04-29,595.81,399.64,0.2627
SKU00057,2024-04-30,588.9,399.64,0.2627
SKU00057,2024-05-01,593.97,399.64,0.2627
SKU00057,2024-05-02,501.85,399.64,0.2627
SKU00057,2024-05-03,515.54,399.64,0.2627
SKU00057,2024-05-04,538.97,399.64,0.2627
SKU00057,2024-05-05,533.65,399.64,0.2627
SKU00057,2024-05-06,552.14,399.64,0.2627
SKU00057,2024-05-07,529.73,399.64,0.2627
SKU00057,2024-05-08,599.13,399.64,0.2627
SKU00057,2024-05-09,457.71,399.64,0.2627
SKU00057,2024-05-10,562.4,399.64,0.2627
SKU00057,2024-05-11,505.75,399.64,0.2627
SKU00057,2024-05-12,553.2,399.64,0.2627
SKU00057,2024-05-13,586.89,399.64,0.2627
SKU00057,2024-05-14,563.92,399.64,0.2627
SKU00057,2024-05-15,558.71,399.64,0.2627
SKU00057,2024-05-16,502.1,399.64,0.2627
SKU00057,2024-05-17,565.24,399.64,0.2627
SKU00057,2024-05-18,515.96,399.64,0.2627
SKU00057,2024-05-19,574.58,399.64,0.2627
SKU00057,2024-05-20,554.5,399.64,0.2627
SKU00057,2024-05-21,555.81,399.64,0.2627
SKU00057,2024-05-22,552.74,399.64,0.2627
SKU00057,2024-05-23,533.99,399.64,0.2627
SKU00057,2024-05-24,539.37,399.64,0.2627
SKU00057,2024-05-25,558.61,399.64,0.2627
SKU00057,2024-05-26,529.08,399.64,0.2627
SKU00057,2024-05-27,597.71,399.64,0.2627
SKU00057,2024-05-28,547.58,399.64,0.2627
SKU00057,2024-05-29,572.62,399.64,0.2627
SKU00057,2024-05-30,525.65,399.64,0.2627
SKU00057,2024-05-31,532.61,399.64,0.2627
SKU00057,2024-06-01,564.06,399.64,0.2627
SKU00057,2024-06-02,551.45,399.64,0.2627
SKU00057,2024-06-03,555.63,399.64,0.2627
SKU00057,2024-06-04,568.48,399.64,0.2627
SKU00057,2024-06-05,573.72,399.64,0.2627
SKU00057,2024-06-06,489.74,399.64,0.2627
SKU00057,2024-06-07,593.84,399.64,0.2627
SKU00057,2024-06-08,620.13,399.64,0.2627
SKU00057,2024-06-09,608.63,399.64,0.2627
SKU00057,2024-06-10,509.03,399.64,0.2627
SKU00057,2024-06-11,504.5,399.64,0.2627
SKU00057,2024-06-12,527.35,399.64,0.2627
SKU00057,2024-06-13,600.92,399.64,0.2627
SKU00057,2024-06-14,572.67,399.64,0.2627
SKU00057,2024-06-15,588.35,399.64,0.2627
SKU00057,2024-06-16,536.16,399.64,0.2627
SKU00057,2024-06-17,585.25,399.64,0.2627
SKU00057,2024-06-18,545.85,399.64,0.2627
SKU00057,2024-06-19,569.56,399.64,0.2627
SKU00057,2024-06-20,511.81,399.64,0.2627
SKU00057,2024-06-21,565.54,399.64,0.2627
SKU00057,2024-06-22,570.67,399.64,0.2627
SKU00057,2024-06-23,580.09,399.64,0.2627
SKU00057,2024-06-24,576.17,399.64,0.2627
SKU00057,2024-06-25,524.46,399.64,0.2627
SKU00057,2024-06-26,555.5,399.64,0.2627
SKU00057,2024-06-27,543.79,399.64,0.2627
SKU00057,2024-06-28,569.88,399.64,0.2627
SKU00057,2024-06-29,562.68,399.64,0.2627
SKU00057,2024-06-30,549.67,399.64,0.2627
SKU00057,2024-07-01,584.29,399.64,0.2627
SKU00057,2024-07-02,595.73,399.64,0.2627
SKU00057,2024-07-03,571.56,399.64,0.2627
SKU00057,2024-07-04,544.23,399.64,0.2627
SKU00057,2024-07-05,601.57,399.64,0.2627
SKU00057,2024-07-06,530.25,399.64,0.2627
SKU00057,2024-07-07,596.96,399.64,0.2627
SKU00057,2024-07-08,541.32,399.64,0.2627
SKU00057,2024-07-09,588.97,399.64,0.2627
SKU00057,2024-07-10,564.8,399.64,0.2627
SKU00057,2024-07-11,586.38,399.64,0.2627
SKU00057,2024-07-12,552.36,399.64,0.2627
SKU00057,2024-07-13,558.89,399.64,0.2627
SKU00057,2024-07-14,562.99,399.64,0.2627
SKU00057,2024-07-15,540.92,399.64,0.2627
SKU00057,2024-07-16,568.77,399.64,0.2627
SKU00057,2024-07-17,592.9,399.64,0.2627
SKU00057,2024-07-18,549.41,399.64,0.2627
SKU00057,2024-07-19,511.98,399.64,0.2627
SKU00057,2024-07-20,552.07,399.64,0.2627
SKU00057,2024-07-21,588.04,399.64,0.2627
SKU00057,2024-07-22,493.72,399.64,0.2627
SKU00057,2024-07-23,526.1,399.64,0.2627
SKU00057,2024-07-24,547.17,399.64,0.2627
SKU00057,2024-07-25,598.34,399.64,0.2627
SKU00057,2024-07-26,545.99,399.64,0.2627
SKU00057,2024-07-27,560.68,399.64,0.2627
SKU00057,2024-07-28,559.52,399.64,0.2627
SKU00057,2024-07-29,536.77,399.64,0.2627
SKU00057,2024-07-30,540.13,399.64,0.2627
SKU00057,2024-07-31,578.15,399.64,0.2627
SKU00057,2024-08-01,560.11,399.64,0.2627
SKU00057,2024-08-02,510.2,399.64,0.2627
SKU00057,2024-08-03,541.13,399.64,0.2627
SKU00057,2024-08-04,579.67,399.64,0.2627
SKU00057,2024-08-05,572.86,399.64,0.2627
SKU00057,2024-08-06,612.32,399.64,0.2627
SKU00057,2024-08-07,525.25,399.64,0.2627
SKU00057,2024-08-08,546.84,399.64,0.2627
SKU00057,2024-08-09,573.34,399.64,0.2627
SKU00057,2024-08-10,613.12,399.64,0.2627
SKU00057,2024-08-11,551.61,399.64,0.2627
SKU00057,2024-08-12,525.93,399.64,0.2627
SKU00057,2024-08-13,605.01,399.64,0.2627
SKU00057,2024-08-14,506.7,399.64,0.2627
SKU00057,2024-08-15,537.78,399.64,0.2627
SKU00057,2024-08-16,545.5,399.64,0.2627
SKU00057,2024-08-17,540.05,399.64,0.2627
SKU00057,2024-08-18,573.86,399.64,0.2627
SKU00057,2024-08-19,559.05,399.64,0.2627
SKU00057,2024-08-20,494.55,399.64,0.2627
SKU00057,2024-08-21,564.26,399.64,0.2627
SKU00057,2024-08-22,565.81,399.64,0.2627
SKU00057,2024-08-23,533.87,399.64,0.2627
SKU00057,2024-08-24,536.29,399.64,0.2627
SKU00057,2024-08-25,548.41,399.64,0.2627
SKU00057,2024-08-26,564.38,399.64,0.2627
SKU00057,2024-08-27,544.03,399.64,0.2627
SKU00057,2024-08-28,492.79,399.64,0.2627
SKU00057,2024-08-29,545.9,399.64,0.2627
SKU00057,2024-08-30,546.04,399.64,0.2627
SKU00057,2024-08-31,528.86,399.64,0.2627
SKU00057,2024-09-01,534.19,399.64,0.2627
SKU00057,2024-09-02,559.95,399.64,0.2627
SKU00057,2024-09-03,527.09,399.64,0.2627
SKU00057,2024-09-04,535.41,399.64,0.2627
SKU00057,2024-09-05,554.88,399.64,0.2627
SKU00057,2024-09-06,576.26,399.64,0.2627
SKU00057,2024-09-07,599.7,399.64,0.2627
SKU00057,2024-09-08,483.69,399.64,0.2627
SKU00057,2024-09-09,604.36,399.64,0.2627
SKU00057,2024-09-10,514.97,399.64,0.2627
SKU00057,2024-09-11,532.17,399.64,0.2627
SKU00057,2024-09-12,519.93,399.64,0.2627
SKU00057,2024-09-13,590.79,399.64,0.2627
SKU00057,2024-09-14,560.88,399.64,0.2627
SKU00057,2024-09-15,520.67,399.64,0.2627
SKU00057,2024-09-16,555.76,399.64,0.2627
SKU00057,2024-09-17,569.99,399.64,0.2627
SKU00057,2024-09-18,545.19,399.64,0.2627
SKU00057,2024-09-19,592.54,399.64,0.2627
SKU00057,2024-09-20,544.95,399.64,0.2627
SKU00057,2024-09-21,562.1,399.64,0.2627
SKU00057,2024-09-22,534.1,399.64,0.2627
SKU00057,2024-09-23,538.81,399.64,0.2627
SKU00057,2024-09-24,548.98,399.64,0.2627
SKU00057,2024-09-25,546.92,399.64,0.2627
SKU00057,2024-09-26,582.25,399.64,0.2627
SKU00057,2024-09-27,561.54,399.64,0.2627
SKU00057,2024-09-28,519.07,399.64,0.2627
SKU00057,2024-09-29,565.5,399.64,0.2627
SKU00057,2024-09-30,568.65,399.64,0.2627
