sku_id,date,competitor_price
SKU00057,2024-01-01,389.61224261923195
SKU00057,2024-01-02,435.6646930827318
SKU00057,2024-01-03,418.1828117811019
SKU00057,2024-01-04,407.5255753249007
SKU00057,2024-01-05,372.14625789328306
SKU00057,2024-01-06,372.144330021432
SKU00057,2024-01-07,364.3185069533798
SKU00057,2024-01-08,428.90772697949893
SKU00057,2024-01-09,407.7219206586112
SKU00057,2024-01-10,416.27082499808233
SKU00057,2024-01-11,361.3212774600749
SKU00057,2024-01-12,437.19895466360384
SKU00057,2024-01-13,426.21147539389614
SKU00057,2024-01-14,376.64784043829326
SKU00057,2024-01-15,374.2089059789291
SKU00057,2024-01-16,374.3351556635652
SKU00057,2024-01-17,383.99347399526994
SKU00057,2024-01-18,401.6187320675015
SKU00057,2024-01-19,394.20050145002705
SKU00057,2024-01-20,382.9533627177491
SKU00057,2024-01-21,408.58017816937036
SKU00057,2024-01-22,370.8254652941964
SKU00057,2024-01-23,383.0265374681229
SKU00057,2024-01-24,388.9585694107782
SKU00057,2024-01-25,396.1287616984992
SKU00057,2024-01-26,422.4335442422208
SKU00057,2024-01-27,375.63552606035336
SKU00057,2024-01-28,400.77773019352315
SKU00057,2024-01-29,407.0265116600053
SKU00057,2024-01-30,363.38868858788396
SKU00057,2024-01-31,408.2358449227782
SKU00057,2024-02-01,373.3056521580778
SKU00057,2024-02-02,364.8754437241274
SKU00057,2024-02-03,435.51852322158436
SKU00057,2024-02-04,436.8570371395833
SKU00057,2024-02-05,424.2895832402525
SKU00057,2024-02-06,384.02316934248915
SKU00057,2024-02-07,367.4827367283022
SKU00057,2024-02-08,414.3653773430637
SKU00057,2024-02-09,394.85650851961884
SKU00057,2024-02-10,369.43027203467346
SKU00057,2024-02-11,399.25450007137357
SKU00057,2024-02-12,362.42460571569717
SKU00057,2024-02-13,432.35616109735287
SKU00057,2024-02-14,380.35976636932617
SKU00057,2024-02-15,412.6300811438451
SKU00057,2024-02-16,384.5904428896744
SKU00057,2024-02-17,401.2439967967
SKU00057,2024-02-18,403.37345920734964
SKU00057,2024-02-19,374.4510469212443
SKU00057,2024-02-20,437.17296012796567
SKU00057,2024-02-21,421.6308163056072
SKU00057,2024-02-22,434.7682714013425
SKU00057,2024-02-23,431.1977604649811
SKU00057,2024-02-24,407.4649495064124
SKU00057,2024-02-25,433.35956385692765
SKU00057,2024-02-26,366.7490287040058
SKU00057,2024-02-27,375.3405182274374
SKU00057,2024-02-28,363.2909267480415
SKU00057,2024-02-29,385.67900267724616
SKU00057,2024-03-01,390.7421984103009
SKU00057,2024-03-02,381.36438541162397
SKU00057,2024-03-03,425.9153316314954
SKU00057,2024-03-04,388.1905798959652
SKU00057,2024-03-05,382.130533490293
SKU00057,2024-03-06,403.0526125346725
SKU00057,2024-03-07,370.93979145378285
SKU00057,2024-03-08,423.79400027770885
SKU00057,2024-03-09,365.6346838480367
SKU00057,2024-03-10,438.5558990686061
SKU00057,2024-03-11,421.39997992034324
SKU00057,2024-03-12,375.5589469936633
SKU00057,2024-03-13,360.1173717774553
SKU00057,2024-03-14,424.85420105353796
SKU00057,2024-03-15,416.17369377905237
SKU00057,2024-03-16,417.94408492718003
SKU00057,2024-03-17,421.32209626991425
SKU00057,2024-03-18,365.5942409238024
SKU00057,2024-03-19,388.32744875108665
SKU00057,2024-03-20,368.9371821897245
SKU00057,2024-03-21,428.6621306233844
SKU00057,2024-03-22,409.494972681073
SKU00057,2024-03-23,386.12401733042253
SKU00057,2024-03-24,364.75609182166124
SKU00057,2024-03-25,384.5321950100894
SKU00057,2024-03-26,385.6672525629538
SKU00057,2024-03-27,417.99196262220477
SKU00057,2024-03-28,410.63469357047944
SKU00057,2024-03-29,430.5891400886406
SKU00057,2024-03-30,397.41919453834424
SKU00057,2024-03-31,369.2349288893566
SKU00057,2024-04-01,416.68422935315954
SKU00057,2024-04-02,420.4840273658513
SKU00057,2024-04-03,404.53776384733465
SKU00057,2024-04-04,421.2978647594081
SKU00057,2024-04-05,399.14409442621303
SKU00057,2024-04-06,401.456989586844
SKU00057,2024-04-07,393.8484985153621
SKU00057,2024-04-08,361.70769996240205
SKU00057,2024-04-09,368.2995459767208
SKU00057,2024-04-10,362.18807195356925
SKU00057,2024-04-11,410.5430113514915
SKU00057,2024-04-12,384.80184485546863
SKU00057,2024-04-13,400.32503820341236
SKU00057,2024-04-14,432.21597312796473
SKU00057,2024-04-15,379.60142929141125
SKU00057,2024-04-16,392.47708627239183
SKU00057,2024-04-17,420.06569140146877
SKU00057,2024-04-18,377.9633797714144
SKU00057,2024-04-19,365.82885023279573
SKU00057,2024-04-20,382.8352541284916
SKU00057,2024-04-21,372.562095047638
SKU00057,2024-04-22,433.9848739564372
SKU00057,2024-04-23,424.2674456978247
SKU00057,2024-04-24,410.30269545036515
SKU00057,2024-04-25,429.3301020525239
SKU00057,2024-04-26,423.9119017623924
SKU00057,2024-04-27,374.58817166664306
SKU00057,2024-04-28,431.01645563130694
SKU00057,2024-04-29,402.78454671183414
SKU00057,2024-04-30,424.2130767219532
SKU00057,2024-05-01,431.29878542028496
SKU00057,2024-05-02,385.0933817475511
SKU00057,2024-05-03,368.4722302236481
SKU00057,2024-05-04,377.8944016716523
SKU00057,2024-05-05,393.8138713293194
SKU00057,2024-05-06,425.058284210653
SKU00057,2024-05-07,428.472474058513
SKU00057,2024-05-08,360.23166988909696
SKU00057,2024-05-09,400.4990104004197
SKU00057,2024-05-10,393.0388266596756
SKU00057,2024-05-11,377.4286330753045
SKU00057,2024-05-12,369.2565990802466
SKU00057,2024-05-13,386.6609054199492
SKU00057,2024-05-14,435.04088681431983
SKU00057,2024-05-15,385.5089639505549
SKU00057,2024-05-16,401.1418968147038
SKU00057,2024-05-17,415.8668993465738
SKU00057,2024-05-18,388.7401868589722
SKU00057,2024-05-19,437.3485983077209
SKU00057,2024-05-20,436.60248739013304
SKU00057,2024-05-21,379.8004553407297
SKU00057,2024-05-22,399.4200785789666
SKU00057,2024-05-23,383.72460154703475
SKU00057,2024-05-24,382.4427310346022
SKU00057,2024-05-25,362.62429992815305
SKU00057,2024-05-26,408.3972580863452
SKU00057,2024-05-27,399.8541289686365
SKU00057,2024-05-28,363.79059362990915
SKU00057,2024-05-29,381.9476545935039
SKU00057,2024-05-30,432.27187573354263
SKU00057,2024-05-31,378.82370279722977
SKU00057,2024-06-01,371.25715733650725
SKU00057,2024-06-02,398.796980223465
SKU00057,2024-06-03,438.4570694961521
SKU00057,2024-06-04,379.0229937413712
SKU00057,2024-06-05,413.39845003305703
SKU00057,2024-06-06,420.5507326139937
SKU00057,2024-06-07,378.6698936162245
SKU00057,2024-06-08,417.8808763118487
SKU00057,2024-06-09,389.07217023198444
SKU00057,2024-06-10,410.21494042768364
SKU00057,2024-06-11,410.31276272169674
SKU00057,2024-06-12,402.4993989487273
SKU00057,2024-06-13,366.8926807409087
SKU00057,2024-06-14,426.44005786745663
SKU00057,2024-06-15,385.3153090330609
SKU00057,2024-06-16,374.58405149923954
SKU00057,2024-06-17,362.9350755141891
SKU00057,2024-06-18,406.9048911631498
SKU00057,2024-06-19,413.83236431332995
SKU00057,2024-06-20,361.00183199054567
SKU00057,2024-06-21,400.6065739637449
SKU00057,2024-06-22,377.7793543200208
SKU00057,2024-06-23,411.24337079184653
SKU00057,2024-06-24,373.61275993751093
SKU00057,2024-06-25,414.90127153105385
SKU00057,2024-06-26,390.58698275910933
SKU00057,2024-06-27,434.5469545397497
SKU00057,2024-06-28,370.66777402370093
SKU00057,2024-06-29,386.936751306745
SKU00057,2024-06-30,368.7457116057178
SKU00057,2024-07-01,433.58491152176896
SKU00057,2024-07-02,429.79997983703504
SKU00057,2024-07-03,380.2927584200169
SKU00057,2024-07-04,412.4272048314199
SKU00057,2024-07-05,424.9949360176828
SKU00057,2024-07-06,404.05209046952183
SKU00057,2024-07-07,402.00991142683887
SKU00057,2024-07-08,379.0067699070913
SKU00057,2024-07-09,367.1175180251899
SKU00057,2024-07-10,431.38866110169346
SKU00057,2024-07-11,431.6446144729507
SKU00057,2024-07-12,410.27853327693776
SKU00057,2024-07-13,386.77397313894056
